"series_url","series","season","winner","margin"
"http://www.espncricinfo.com/ci/engine/series/60998.html","Standard Bank International One-Day Series (India, South Africa, Zimbabwe in South Africa)","1996/97","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/60999.html","India in Zimbabwe ODI Series","1996/97","Zimbabwe","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/61000.html","England in New Zealand ODI Series","1996/97","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61001.html","Sri Lanka in New Zealand ODI Series","1996/97","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/61003.html","Singer-Akai Cup (Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates)","1996/97","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61002.html","Australia in South Africa ODI Series","1996/97","Australia","4-3 (7)"
"http://www.espncricinfo.com/ci/engine/series/61004.html","India in West Indies ODI Series","1996/97","West Indies","3-1 (4)"
"http://www.espncricinfo.com/ci/engine/series/61006.html","Texaco Trophy (Australia in England)","1997","England","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61005.html","Pepsi Independence Cup (India, New Zealand, Pakistan, Sri Lanka in India)","1997","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61007.html","Sri Lanka in West Indies ODI Match","1997","West Indies","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/61008.html","Pepsi Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka)","1997","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61009.html","India in Sri Lanka ODI Series","1997","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61010.html","Sahara 'Friendship' Cup (India, Pakistan in Canada)","1997","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61011.html","India in Pakistan ODI Series","1997/98","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61012.html","New Zealand in Zimbabwe ODI Series","1997/98","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61013.html","President's Cup (Bangladesh, Kenya, Zimbabwe in Kenya)","1997/98","Zimbabwe",""
"http://www.espncricinfo.com/ci/engine/series/61014.html","Wills Quadrangular Tournament (Pakistan, South Africa, Sri Lanka, West Indies in Pakistan)","1997/98","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61016.html","Akai-Singer Champions Trophy (England, India, Pakistan, West Indies in United Arab Emirates)","1997/98","England",""
"http://www.espncricinfo.com/ci/engine/series/61017.html","Sri Lanka in India ODI Series","1997/98","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61018.html","Silver Jubilee Independence Cup (Bangladesh, India, Pakistan in Bangladesh)","1997/98","India",""
"http://www.espncricinfo.com/ci/engine/series/61019.html","Zimbabwe in Sri Lanka ODI Series","1997/98","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61015.html","Carlton & United Series (Australia, New Zealand, South Africa in Australia)","1997/98","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61021.html","Australia in New Zealand ODI Series","1997/98","drawn","2-2 (4)"
"http://www.espncricinfo.com/ci/engine/series/61020.html","Zimbabwe in New Zealand ODI Series","1997/98","New Zealand","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61022.html","Pakistan in Zimbabwe ODI Series","1997/98","Pakistan","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/61023.html","England in West Indies ODI Series","1997/98","West Indies","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61024.html","Pepsi Triangular Series (Australia, India, Zimbabwe in India)","1997/98","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61025.html","Standard Bank International One-Day Series (Pakistan, South Africa, Sri Lanka in South Africa)","1997/98","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61026.html","Coca-Cola Cup (Australia, India, New Zealand in United Arab Emirates)","1997/98","India",""
"http://www.espncricinfo.com/ci/engine/series/61028.html","Texaco Trophy (South Africa in England)","1998","South Africa","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61027.html","Coca-Cola Triangular Series (Bangladesh, India, Kenya in India)","1998","India",""
"http://www.espncricinfo.com/ci/engine/series/61029.html","Singer-Akai Nidahas Trophy (India, New Zealand, Sri Lanka in Sri Lanka)","1998","India",""
"http://www.espncricinfo.com/ci/engine/series/61030.html","Emirates Triangular Tournament (England, South Africa, Sri Lanka in England)","1998","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61031.html","Sahara 'Friendship' Cup (India, Pakistan in Canada)","1998","Pakistan","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61032.html","India in Zimbabwe ODI Series","1998/99","India","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61033.html","Wills International Cup (in Bangladesh)","1998/99","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61034.html","Australia in Pakistan ODI Series","1998/99","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61035.html","Coca-Cola Champions Trophy (India, Sri Lanka, Zimbabwe in United Arab Emirates)","1998/99","India",""
"http://www.espncricinfo.com/ci/engine/series/61036.html","Zimbabwe in Pakistan ODI Series","1998/99","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61037.html","India in New Zealand ODI Series","1998/99","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61039.html","West Indies in South Africa ODI Series","1998/99","South Africa","6-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/61038.html","Carlton & United Series (Australia, England, Sri Lanka in Australia)","1998/99","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61041.html","Pakistan in Bangladesh ODI Match","1998/99","Pakistan","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/61043.html","Meril International Cricket Tournament (Bangladesh, Kenya, Zimbabwe in Bangladesh)","1998/99","Zimbabwe",""
"http://www.espncricinfo.com/ci/engine/series/61040.html","South Africa in New Zealand ODI Series","1998/99","South Africa","3-2 (6)"
"http://www.espncricinfo.com/ci/engine/series/61042.html","Pepsi Cup (India, Pakistan, Sri Lanka in India)","1998/99","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61044.html","Coca-Cola Cup (England, India, Pakistan in United Arab Emirates)","1998/99","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61045.html","Australia in West Indies ODI Series","1998/99","drawn","3-3 (7)"
"http://www.espncricinfo.com/ci/engine/series/61046.html","ICC World Cup (in England/Ireland/Netherlands/Scotland)","1999","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61047.html","Aiwa Cup (Australia, India, Sri Lanka in Sri Lanka)","1999","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61048.html","Coca-Cola Singapore Challenge (India, West Indies, Zimbabwe in Singapore)","1999","West Indies",""
"http://www.espncricinfo.com/ci/engine/series/61049.html","DMC Cup (India, West Indies in Canada)","1999","India","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61050.html","DMC Trophy (Pakistan, West Indies in Canada)","1999","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61051.html","LG Cup (India, Kenya, South Africa, Zimbabwe in Kenya)","1999/00","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61052.html","West Indies in Bangladesh ODI Series","1999/00","West Indies","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/61053.html","Coca-Cola Champions Trophy (Pakistan, Sri Lanka, West Indies in United Arab Emirates)","1999/00","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61054.html","Australia in Zimbabwe ODI Series","1999/00","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61055.html","New Zealand in India ODI Series","1999/00","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61056.html","Sri Lanka in Zimbabwe ODI Series","1999/00","Sri Lanka","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61057.html","West Indies in New Zealand ODI Series","1999/00","New Zealand","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61058.html","Carlton & United Series (Australia, India, Pakistan in Australia)","1999/00","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61059.html","Standard Bank Triangular Tournament (England, South Africa, Zimbabwe in South Africa)","1999/00","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61060.html","Sri Lanka in Pakistan ODI Series","1999/00","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61061.html","England in Zimbabwe ODI Series","1999/00","England","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61062.html","Australia in New Zealand ODI Series","1999/00","Australia","4-1 (6)"
"http://www.espncricinfo.com/ci/engine/series/61063.html","South Africa in India ODI Series","1999/00","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61064.html","Coca-Cola Cup (India, Pakistan, South Africa in United Arab Emirates)","1999/00","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61066.html","Australia in South Africa ODI Series","1999/00","South Africa","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61065.html","Cable & Wireless One Day International Series (Pakistan, West Indies, Zimbabwe in West Indies)","2000","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61067.html","Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Bangladesh)","2000","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61068.html","Singer Triangular Series (Pakistan, South Africa, Sri Lanka in Sri Lanka)","2000","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61069.html","NatWest Series (England, West Indies, Zimbabwe in England)","2000","England",""
"http://www.espncricinfo.com/ci/engine/series/61070.html","South Africa in Australia ODI Series","2000","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61071.html","Godrej Singapore Challenge (New Zealand, Pakistan, South Africa in Singapore)","2000","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61072.html","New Zealand in Zimbabwe ODI Series","2000/01","Zimbabwe","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61073.html","ICC KnockOut (in Kenya)","2000/01","New Zealand",""
"http://www.espncricinfo.com/ci/engine/series/61074.html","Coca-Cola Champions Trophy (India, Sri Lanka, Zimbabwe in United Arab Emirates)","2000/01","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61076.html","England in Pakistan ODI Series","2000/01","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61075.html","New Zealand in South Africa ODI Series","2000/01","South Africa","5-0 (6)"
"http://www.espncricinfo.com/ci/engine/series/61077.html","Zimbabwe in India ODI Series","2000/01","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61079.html","Zimbabwe in New Zealand ODI Series","2000/01","Zimbabwe","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61078.html","Sri Lanka in South Africa ODI Series","2000/01","South Africa","5-1 (6)"
"http://www.espncricinfo.com/ci/engine/series/61080.html","Carlton Series (Australia, West Indies, Zimbabwe in Australia)","2000/01","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61081.html","Sri Lanka in New Zealand ODI Series","2000/01","Sri Lanka","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61082.html","Pakistan in New Zealand ODI Series","2000/01","New Zealand","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61083.html","England in Sri Lanka ODI Series","2000/01","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61084.html","Australia in India ODI Series","2000/01","Australia","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61085.html","Bangladesh in Zimbabwe ODI Series","2000/01","Zimbabwe","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61086.html","ARY Gold Cup (New Zealand, Pakistan, Sri Lanka in United Arab Emirates)","2000/01","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61087.html","South Africa in West Indies ODI Series","2000/01","South Africa","5-2 (7)"
"http://www.espncricinfo.com/ci/engine/series/61088.html","NatWest Series (Australia, England, Pakistan in England)","2001","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61089.html","Coca-Cola Cup (Zimbabwe) (India, West Indies, Zimbabwe in Zimbabwe)","2001","West Indies",""
"http://www.espncricinfo.com/ci/engine/series/61090.html","Coca-Cola Cup (Sri Lanka) (India, New Zealand, Sri Lanka in Sri Lanka)","2001","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61091.html","West Indies in Kenya ODI Series","2001","West Indies","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61092.html","South Africa in Zimbabwe ODI Series","2001/02","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61093.html","England in Zimbabwe ODI Series","2001/02","England","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61094.html","Standard Bank Triangular Tournament (India, Kenya, South Africa in South Africa)","2001/02","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61095.html","Khaleej Times Trophy (Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates)","2001/02","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61096.html","Zimbabwe in Bangladesh ODI Series","2001/02","Zimbabwe","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61097.html","LG Abans Triangular Series (Sri Lanka, West Indies, Zimbabwe in Sri Lanka)","2001/02","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61100.html","Pakistan in Bangladesh ODI Series","2001/02","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61099.html","England in India ODI Series","2001/02","drawn","3-3 (6)"
"http://www.espncricinfo.com/ci/engine/series/61098.html","VB Series (Australia, New Zealand, South Africa in Australia)","2001/02","South Africa",""
"http://www.espncricinfo.com/ci/engine/series/61102.html","Pakistan v West Indies ODI Series (in United Arab Emirates)","2001/02","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61101.html","England in New Zealand ODI Series","2001/02","New Zealand","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61103.html","Zimbabwe in India ODI Series","2001/02","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61104.html","Australia in South Africa ODI Series","2001/02","Australia","5-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/61105.html","Sharjah Cup (New Zealand, Pakistan, Sri Lanka in United Arab Emirates)","2001/02","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61106.html","New Zealand in Pakistan ODI Series","2002","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61107.html","India in West Indies ODI Series","2002","India","2-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61108.html","New Zealand in West Indies ODI Series","2002","West Indies","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61109.html","Pakistan in Australia ODI Series","2002","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61110.html","NatWest Series (England, India, Sri Lanka in England)","2002","India",""
"http://www.espncricinfo.com/ci/engine/series/61111.html","Bangladesh in Sri Lanka ODI Series","2002","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61112.html","Morocco Cup (Pakistan, South Africa, Sri Lanka)","2002","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61113.html","PSO Tri-Nation Tournament (Australia, Kenya, Pakistan in Kenya)","2002","shared",""
"http://www.espncricinfo.com/ci/engine/series/61114.html","ICC Champions Trophy (in Sri Lanka)","2002/03","shared",""
"http://www.espncricinfo.com/ci/engine/series/61115.html","Bangladesh in South Africa ODI Series","2002/03","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61116.html","West Indies in India ODI Series","2002/03","West Indies","4-3 (7)"
"http://www.espncricinfo.com/ci/engine/series/61117.html","Pakistan in Zimbabwe ODI Series","2002/03","Pakistan","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61119.html","West Indies in Bangladesh ODI Series","2002/03","West Indies","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61118.html","Sri Lanka in South Africa ODI Series","2002/03","South Africa","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61120.html","Kenya in Zimbabwe ODI Series","2002/03","Zimbabwe","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61121.html","Pakistan in South Africa ODI Series","2002/03","South Africa","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61123.html","India in New Zealand ODI Series","2002/03","New Zealand","5-2 (7)"
"http://www.espncricinfo.com/ci/engine/series/61122.html","VB Series (Australia, England, Sri Lanka in Australia)","2002/03","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61124.html","ICC World Cup (in Kenya/South Africa/Zimbabwe)","2002/03","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61125.html","Cherry Blossom Sharjah Cup (Kenya, Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates)","2002/03","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61126.html","TVS Cup (Bangladesh) (Bangladesh, India, South Africa in Bangladesh)","2003","shared",""
"http://www.espncricinfo.com/ci/engine/series/61127.html","Bank Alfalah Cup (New Zealand, Pakistan, Sri Lanka in Sri Lanka)","2003","New Zealand",""
"http://www.espncricinfo.com/ci/engine/series/61128.html","Australia in West Indies ODI Series","2003","Australia","4-3 (7)"
"http://www.espncricinfo.com/ci/engine/series/61129.html","Sri Lanka in West Indies ODI Series","2003","Sri Lanka","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61130.html","NatWest Challenge (Pakistan in England)","2003","England","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61131.html","NatWest Series (England, South Africa, Zimbabwe in England)","2003","England",""
"http://www.espncricinfo.com/ci/engine/series/61132.html","Bangladesh in Australia ODI Series","2003","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61133.html","Bangladesh in Pakistan ODI Series","2003","Pakistan","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61134.html","South Africa in Pakistan ODI Series","2003/04","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61136.html","England in Bangladesh ODI Series","2003/04","England","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61135.html","TVS Cup (India) (Australia, India, New Zealand in India)","2003/04","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61137.html","England in Sri Lanka ODI Series","2003/04","Sri Lanka","1-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61138.html","West Indies in Zimbabwe ODI Series","2003/04","West Indies","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61139.html","New Zealand in Pakistan ODI Series","2003/04","Pakistan","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61140.html","Pakistan in New Zealand ODI Series","2003/04","New Zealand","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61142.html","West Indies in South Africa ODI Series","2003/04","South Africa","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61141.html","VB Series (Australia, India, Zimbabwe in Australia)","2003/04","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61144.html","Australia in Sri Lanka ODI Series","2003/04","Australia","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61143.html","South Africa in New Zealand ODI Series","2003/04","New Zealand","5-1 (6)"
"http://www.espncricinfo.com/ci/engine/series/61145.html","Bangladesh in Zimbabwe ODI Series","2003/04","Zimbabwe","2-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/61146.html","India in Pakistan ODI Series","2003/04","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61148.html","Sri Lanka in Zimbabwe ODI Series","2004","Sri Lanka","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61147.html","England in West Indies ODI Series","2003/04","drawn","2-2 (7)"
"http://www.espncricinfo.com/ci/engine/series/61149.html","Bangladesh in West Indies ODI Series","2004","West Indies","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61150.html","Australia in Zimbabwe ODI Series","2004","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61151.html","NatWest Series (England, New Zealand, West Indies in England)","2004","New Zealand",""
"http://www.espncricinfo.com/ci/engine/series/61152.html","Asia Cup (Bangladesh, Hong Kong, India, Pakistan, Sri Lanka, United Arab Emirates in Sri Lanka)","2004","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61154.html","Videocon Cup (Australia, India, Pakistan in Netherlands)","2004","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61153.html","South Africa in Sri Lanka ODI Series","2004","Sri Lanka","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61156.html","NatWest International (Australia, Pakistan in England)","2004","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61155.html","NatWest Challenge (England, India, Wales in England)","2004","England","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61157.html","ICC Champions Trophy (in England)","2004","West Indies",""
"http://www.espncricinfo.com/ci/engine/series/61158.html","Paktel Cup (Pakistan, Sri Lanka, Zimbabwe in Pakistan)","2004/05","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/61159.html","New Zealand in Bangladesh ODI Series","2004/05","New Zealand","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61160.html","BCCI Platinum Jubilee Match (Pakistan in India)","2004/05","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/61161.html","England in Zimbabwe ODI Series","2004/05","England","4-0 (4)"
"http://www.espncricinfo.com/ci/engine/series/61162.html","Chappell-Hadlee Trophy (New Zealand in Australia)","2004/05","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61163.html","India in Bangladesh ODI Series","2004/05","India","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/61164.html","Sri Lanka in New Zealand ODI Series","2004/05","New Zealand","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/61165.html","World Cricket Tsunami Appeal (Asia XI, ICC World XI in Australia)","2004/05","ICC World XI",""
"http://www.espncricinfo.com/ci/engine/series/61167.html","Zimbabwe in Bangladesh ODI Series","2004/05","Bangladesh","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/61166.html","VB Series (Australia, Pakistan, West Indies in Australia)","2004/05","Australia",""
"http://www.espncricinfo.com/ci/engine/series/61168.html","England in South Africa ODI Series","2004/05","South Africa","4-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/61170.html","Zimbabwe in South Africa ODI Series","2004/05","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/61169.html","Australia in New Zealand ODI Series","2004/05","Australia","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/61171.html","Pakistan in India ODI Series","2004/05","Pakistan","4-2 (6)"
"http://www.espncricinfo.com/ci/engine/series/213895.html","South Africa in West Indies ODI Series","2005","South Africa","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/213893.html","Pakistan in West Indies ODI Series","2005","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/207164.html","NatWest Series (Australia, Bangladesh, England in England)","2005","shared",""
"http://www.espncricinfo.com/ci/engine/series/207165.html","NatWest Challenge (Australia in England)","2005","Australia","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/211858.html","Indian Oil Cup (India, Sri Lanka, West Indies in Sri Lanka)","2005","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/213718.html","Afro-Asian Cup (Africa XI, Asia XI in South Africa)","2005","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/217645.html","Bangladesh in Sri Lanka ODI Series","2005","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/216614.html","Videocon Triangular Series (India, New Zealand, Zimbabwe in Zimbabwe)","2005","New Zealand",""
"http://www.espncricinfo.com/ci/engine/series/219296.html","ICC Super Series ODIs (ICC World XI in Australia)","2005/06","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/223346.html","New Zealand in South Africa ODI Series","2005/06","South Africa","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/223016.html","Sri Lanka in India ODI Series","2005/06","India","6-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/225962.html","South Africa in India ODI Series","2005/06","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/226333.html","Chappell-Hadlee Trophy (Australia in New Zealand)","2005/06","Australia","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/226330.html","England in Pakistan ODI Series","2005/06","Pakistan","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/226338.html","Sri Lanka in New Zealand ODI Series","2005/06","New Zealand","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/209672.html","VB Series (Australia, South Africa, Sri Lanka in Australia)","2005/06","Australia",""
"http://www.espncricinfo.com/ci/engine/series/235832.html","India in Pakistan ODI Series","2005/06","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/237578.html","Sri Lanka in Bangladesh ODI Series","2005/06","Sri Lanka","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/238143.html","Kenya in Zimbabwe ODI Series","2005/06","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/237567.html","West Indies in New Zealand ODI Series","2005/06","New Zealand","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/238138.html","Australia in South Africa ODI Series","2005/06","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/238159.html","Pakistan in Sri Lanka ODI Series","2005/06","Pakistan","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/239859.html","Kenya in Bangladesh ODI Series","2005/06","Bangladesh","4-0 (4)"
"http://www.espncricinfo.com/ci/engine/series/238161.html","England in India ODI Series","2005/06","India","5-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/242741.html","DLF Cup (India, Pakistan in United Arab Emirates)","2005/06","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/238164.html","Australia in Bangladesh ODI Series","2005/06","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/239860.html","Zimbabwe in West Indies ODI Series","2006","West Indies","5-0 (7)"
"http://www.espncricinfo.com/ci/engine/series/244203.html","ICC Tri-Series (in West Indies) (Bermuda, Canada, Zimbabwe in West Indies)","2006","Zimbabwe",""
"http://www.espncricinfo.com/ci/engine/series/239861.html","India in West Indies ODI Series","2006","West Indies","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/224900.html","England in Ireland ODI Match","2006","England","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/240778.html","Pakistan in Scotland ODI Match","2006","Pakistan","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/224902.html","NatWest Series [Sri Lanka in England]","2006","Sri Lanka","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/247645.html","Sri Lanka in Netherlands ODI Series","2006","Sri Lanka","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/248142.html","Bangladesh in Zimbabwe ODI Series","2006","Zimbabwe","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/251381.html","Kenya in Canada ODI Series","2006","Kenya","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/252778.html","European Championship Division One (Denmark, Ireland, Italy, Netherlands, Scotland in Scotland)","2006","Ireland",""
"http://www.espncricinfo.com/ci/engine/series/249377.html","Bangladesh in Kenya ODI Series","2006","Bangladesh","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/251382.html","Bermuda in Canada ODI Series","2006","Bermuda","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/251009.html","ICC World Cricket League Americas Region Division One (in Canada)","2006","Bermuda",""
